ZEIT;RAUMID;BEZ;PGR;BZR;PLR;STADTRAUM;WLEINFoL;WLEINFmL;WLMIToL;WLMITmL;WLGUToL;WLGUTmL;WLNZORD
201412;10010204;10;1;2;4;2;7107;212;2817;0;0;0;84
201412;10010205;10;1;2;5;2;2049;399;4478;1109;0;0;0
201412;10010206;10;1;2;6;2;6094;575;8607;1130;0;0;0
201412;10010207;10;1;2;7;2;0;0;7685;2970;0;0;0
201412;10010308;10;1;3;8;2;743;1300;0;0;0;0;105
201412;10010309;10;1;3;9;2;1827;1594;7439;3543;0;0;0
201412;10010310;10;1;3;10;2;12381;963;3597;613;0;0;49
201412;10010311;10;1;3;11;2;0;0;2275;669;0;0;0
201412;10020412;10;2;4;12;2;0;0;5231;1386;0;0;0
201412;10020413;10;2;4;13;2;131;0;11419;3366;0;0;51
201412;10020414;10;2;4;14;2;0;0;1393;265;0;0;0
201412;10020415;10;2;4;15;2;0;0;5058;246;0;0;0
201412;10020416;10;2;4;16;2;0;0;5406;0;0;0;0
201412;10020517;10;2;5;17;2;0;0;7530;1256;0;0;0
201412;10020518;10;2;5;18;2;0;0;4263;782;0;0;0
201412;10020519;10;2;5;19;2;0;0;5242;557;0;0;0
201412;10020620;10;2;6;20;2;0;0;3351;6;0;0;0
201412;10020621;10;2;6;21;2;0;0;5915;0;0;0;0
201412;10020622;10;2;6;22;2;0;0;8717;0;0;0;0
201412;10020623;10;2;6;23;2;0;0;6103;0;404;0;0
201412;10030724;10;3;7;24;2;0;0;6510;1205;0;0;13
201412;10030725;10;3;7;25;2;3363;106;2006;332;0;0;3
201412;10030726;10;3;7;26;2;1312;898;361;260;0;0;13
201412;10030727;10;3;7;27;2;5695;1701;1636;0;0;0;156
201412;10040828;10;4;8;28;2;0;3;5117;0;2239;223;27
201412;10040829;10;4;8;29;2;0;0;0;0;3250;326;7
201412;10040830;10;4;8;30;2;6460;814;76;0;0;0;76
201412;10040931;10;4;9;31;2;8118;905;7;18;0;0;76
201412;10040932;10;4;9;32;2;2536;358;930;78;0;0;3
201412;10040933;10;4;9;33;2;13448;860;0;0;0;0;97
201412;11010101;11;1;1;1;2;115;445;0;0;0;0;0
201412;11010102;11;1;1;2;2;1881;263;257;0;0;0;161
201412;11010103;11;1;1;3;2;1073;206;0;0;0;0;6
201412;11010204;11;1;2;4;2;0;0;8818;0;0;0;0
201412;11010205;11;1;2;5;2;0;0;5029;1641;0;0;0
201412;11010206;11;1;2;6;2;0;0;4300;1513;0;0;40
201412;11010207;11;1;2;7;2;0;0;4961;1921;0;0;0
201412;11010308;11;1;3;8;2;0;0;10996;0;0;0;0
201412;11010309;11;1;3;9;2;120;0;8277;1154;0;0;0
201412;11010310;11;1;3;10;2;0;0;3550;1687;0;0;0
201412;11020411;11;2;4;11;2;0;0;5969;1589;0;0;221
201412;11020412;11;2;4;12;2;304;70;3155;2498;0;0;61
201412;11020513;11;2;5;13;2;0;0;1855;145;1169;221;0
201412;11020514;11;2;5;14;2;0;0;6408;1859;0;0;19
201412;11020515;11;2;5;15;2;0;0;11030;3287;0;0;0
201412;11020516;11;2;5;16;2;412;54;3039;197;0;0;3
201412;11030617;11;3;6;17;2;0;0;1727;4394;0;0;3
201412;11030618;11;3;6;18;2;0;0;11311;4439;0;0;0
201412;11030619;11;3;6;19;2;401;84;5132;4979;0;0;0
201412;11030720;11;3;7;20;2;3193;1855;0;80;0;0;0
201412;11030721;11;3;7;21;2;6145;4573;7594;3378;0;0;256
201412;11030824;11;3;8;24;2;3982;2110;2533;1379;0;0;0
201412;11040925;11;4;9;25;2;2890;654;0;0;0;0;9
201412;11040926;11;4;9;26;2;15457;6055;5542;128;0;0;32
201412;11041022;11;4;10;22;2;1344;2603;1046;74;0;0;21
201412;11041023;11;4;10;23;2;1701;2923;566;712;0;0;0
