ZEIT;RAUMID;BEZ;PGR;BZR;PLR;STADTRAUM;WLEINFoL;WLEINFmL;WLMIToL;WLMITmL;WLGUToL;WLGUTmL;WLNZORD
202012;09010402;09;01;04;02;2;1124;869;6331;3156;0;0;0
202012;09020501;09;02;05;01;2;5215;2317;0;0;0;0;3
202012;09020502;09;02;05;02;2;960;710;10697;3559;0;0;177
202012;09020601;09;02;06;01;2;824;461;3950;4189;0;0;0
202012;09020602;09;02;06;02;2;1231;302;1662;385;0;0;0
202012;09020701;09;02;07;01;2;1901;1096;18;44;0;0;0
202012;09020702;09;02;07;02;2;292;463;12818;3539;0;0;39
202012;09020801;09;02;08;01;2;0;0;2686;255;0;0;120
202012;09020802;09;02;08;02;2;2871;2847;1517;1057;0;0;0
202012;09030901;09;03;09;01;2;2880;1200;8520;1794;0;0;64
202012;09030902;09;03;09;02;2;1918;0;3742;0;0;0;0
202012;09030903;09;03;09;03;2;0;0;7495;658;0;0;16
202012;09031001;09;03;10;01;2;5638;1322;5086;1032;0;0;89
202012;09031101;09;03;11;01;2;0;0;5302;1691;218;0;6
202012;09031201;09;03;12;01;2;950;0;900;21;0;0;0
202012;09031202;09;03;12;02;2;2149;381;0;0;0;0;41
202012;09041301;09;04;13;01;2;812;0;8540;774;0;0;12
202012;09041302;09;04;13;02;2;0;0;30;0;1685;196;0
202012;09041401;09;04;14;01;2;0;0;4345;1094;0;0;6
202012;09041402;09;04;14;02;2;0;0;1239;324;0;0;6
202012;09041403;09;04;14;03;2;0;0;4359;6;3;0;0
202012;09041501;09;04;15;01;2;0;0;4627;2710;0;0;0
202012;09041601;09;04;16;01;2;2121;121;4489;97;0;0;39
202012;09051701;09;05;17;01;2;0;0;2245;1258;308;248;3
202012;09051702;09;05;17;02;2;125;24;915;177;10341;3359;6
202012;09051801;09;05;18;01;2;4027;143;4814;527;0;0;345
202012;09051901;09;05;19;01;2;0;0;5711;3399;1941;632;50
202012;09052001;09;05;20;01;2;6;0;9610;3663;0;0;15
202012;10010101;10;01;01;01;2;5476;233;0;0;0;0;0
202012;10010102;10;01;01;02;2;16874;1739;0;0;0;0;0
202012;10010203;10;01;02;03;2;585;677;0;0;0;0;0
202012;10010204;10;01;02;04;2;3264;0;7313;0;0;0;9
202012;10010205;10;01;02;05;2;1478;429;5202;1089;0;0;0
202012;10010206;10;01;02;06;2;2646;455;13374;841;0;0;0
202012;10010207;10;01;02;07;2;1157;1166;5556;2903;0;0;0
202012;10010308;10;01;03;08;2;1584;644;0;0;0;0;0
202012;10010309;10;01;03;09;2;540;0;10782;3244;0;0;294
202012;10010310;10;01;03;10;2;12879;1894;2687;798;0;0;15
202012;10010311;10;01;03;11;2;0;0;2916;765;0;0;0
202012;10020412;10;02;04;12;2;3549;1136;2138;348;0;0;0
202012;10020413;10;02;04;13;2;1176;646;11102;3244;0;0;0
202012;10020414;10;02;04;14;2;0;0;1359;357;0;0;0
202012;10020415;10;02;04;15;2;6156;347;0;0;0;0;0
202012;10020416;10;02;04;16;2;0;0;5929;0;0;0;0
202012;10020517;10;02;05;17;2;0;0;8380;1595;0;0;0
202012;10020518;10;02;05;18;2;0;0;4446;871;0;0;0
202012;10020519;10;02;05;19;2;4724;619;768;0;0;0;0
202012;10020620;10;02;06;20;2;0;0;3000;465;0;0;0
202012;10020621;10;02;06;21;2;187;0;6155;0;0;0;0
202012;10020622;10;02;06;22;2;0;0;8919;0;0;0;0
202012;10020623;10;02;06;23;2;0;0;6227;260;0;0;0
202012;10030724;10;03;07;24;2;0;0;6571;1234;0;0;0
202012;10030725;10;03;07;25;2;1546;39;4131;1127;0;0;109
